title,year,kdrama_id,director,screenwriter,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop,music_score,story_score,acting_cast_score,rewatch_value_score,overall_score,n_helpful
Queen of Masks,2023.0,ddbb3f7643a741cab040a5d901ff5621,['Kang Ho Jun'],['Im Do Wan'],16.0,4800.0,4/24/2023,6/13/2023,"Monday, Tuesday",Channel A,Not Yet Rated,"Do Jae Yi is a human rights lawyer who has built up a large following on social media. She has a reputation for defending the vulnerable and victims of sexual crime. Ten years ago, she was the victim of a terrible, haunting crime. Now, she has become a veritable “queen of masks.” To most of the world, she is a paragon of justice. But behind closed doors, she is exploiting a corrupt politician. And she is secretly helping the current mayor to get out of messy situations – as part of her own plan to become the next mayor.Do Jae Yi is friends with two powerful women. The first is Joo Yoo Jung, the director of an influential arts foundation. The second is the hard-working and ambitious Yoon Hae Mi, who worked her way up from the bottom at a prestigious hotel to the position of Vice President. The three women’s former friend, Go Yoo Na feels she was betrayed by the rest of the women. She moved to the USA in a bid to start her life again. But when she returns to South Korea in search of her missing daughter, her path crosses with those of her former friends. Could revenge be in the cards when they reunite?(Source: Viki)",6516.0,5979.0,6.7,7.0,7.4,5.3,6.8,1.0
See You in My 19th Life,2023.0,46b4058342e44e53aa218ac1dd40c77c,['Lee Na Jung'],"['Han Ah Reum', 'Choi Young Rim']",12.0,4200.0,6/17/2023,7/23/2023,"Saturday, Sunday",Netflix TVING tvN,15+ - Teens 15 or older,"Ban Ji Eum has an extraordinary ability: she can remember the memories of all her past lives. Repeating her reincarnation for nearly a thousand years, Ban Ji Eum has been living all her lives diligently. After her previous life is cut short by a tragic accident, she sets out to reconnect with the people of her past life in her current one, and decides to find a man named Moon Seo Ha, whom she met in her 18th life. Will memories of her 18th life sabotage romance in her 19th? Or will love endure across different lives?On the other side, there is also Yoon Cho Won, a landscape architect and the younger sister of Yoon Joo Won, whose life collapsed after her older sister's death. She is courageous and kind, even after facing the death of her beloved sister, but she struggles to maintain her brightness. When Yoon Cho Won meets Ban Ji Eum by chance and sees her older sister in her, she wonders about Ban Ji Eum’s identity.Then there's Ha Do Yoon, Moon Seo Ha’s secretary and best friend since childhood. Although they come from completely different backgrounds, Ha Do Yoon feels some kind of affinity for him. (Source: Soompi; Webtoon.com)~~ Adapted from the webtoon ""See You in My 19th Life"" (이번 생도 잘 부탁해) by Lee Hye (이혜).",467.0,297.0,8.0,6.9,8.8,5.0,7.5,24.0
Race,2023.0,131df87dd38a4036bed05a8b4f96c891,['Lee Dong Yoon'],['Kim Roo Ri'],12.0,3480.0,5/10/2023,6/14/2023,Wednesday,Disney+ Hulu,Not Yet Rated,"Office politics take center stage for marketer Park Yoon Jo, whose lack of an academic background won’t deter her dedication to her work, and the smart and just Ryu Jae Min, who lacks any expectations towards their company.(Source: Korean = Naver || Translation = MyDramaList) ",6265.0,4178.0,9.2,8.8,9.0,9.0,9.0,10.0
Pale Moon,2023.0,ce34fc07d8e24fa28d2aa66b73e2b916,"['Yoo Jong Sun', 'Kim Seung Woo']",['No Yoon Soo'],10.0,3900.0,4/10/2023,5/9/2023,"Monday, Tuesday",ENA Genie TV,18+ Restricted (violence & profanity),"Yoo Yi Hwa lives with her husband, who is indifferent to her. Yoo Yi Hwa's life as a housewife is comfortable but boring. She begins to work at a bank as a contract worker. While working at the bank, she regains her confidence. But, Yoo Yi Hwa begins to steal money from her clients.(Source: AsianWiki)~~ Adapted from the novel ""Kami no Tsuki""(紙の月) by Mitsuyo Kakuta (角田光代). ",42476.0,6397.0,10.0,10.0,10.0,9.0,10.0,20.0
"Poong, the Joseon Psychiatrist Season 2",2023.0,6ecc3c31bbbc4f9d81b0e32f99aadcd0,"['Park Won Gook', 'Kang Hee Ju']",['Lee Bom'],10.0,4500.0,1/11/2023,2/9/2023,"Wednesday, Thursday",tvN,Not Yet Rated,"Once a royal physician, Yoo Se Poong was ousted from the palace after his involvement in a conspiracy surrounding the royal family. With nowhere else to go, Se Poong eventually found himself in the strange yet beautiful village of Gyesu. It was there he met Seo Eun Woo and Gye Ji Han and his life was changed forever.With the help of his new friends, Se Poong began to grow as both a physician and a human. Learning how to not only treat the body but also the heart and minds of his patients, Se Poong successfully fulfilled his mission to become a true doctor. Or so he thought. With new patients and new challenges before him, Se Poong must once again set out on a quest to better both himself and the lives of those around him.Using his unorthodox methods to treat his patients, both mentally and physically, will Se Poong’s new adventures lead him to an even deeper understanding of both the heart and the mind?(Source: Viki)~~ Adapted from the novel ""Joseon Psychiatrist Yoo Se Pung"" (조선 정신과 의사 유세풍) by Lee Eun So (이은소).",2344.0,3169.0,7.3,7.7,8.3,5.8,7.4,2.0
Bo Ra! Deborah,2023.0,297ac1c142f246658fcfde4a08bb8ba4,"['Seo Min Jung', 'Lee Tae Gon']",['Ah Kyung'],14.0,4200.0,4/12/2023,5/25/2023,"Wednesday, Thursday",ENA TVING,15+ - Teens 15 or older,"The series follows the romantic journey of Yeon Bo Ra, a celebrated love coach and successful author of romance novels, and Lee Soo Hyuk, a charming man who grapples with matters of the heart.As a discerning publishing planner, Soo Hyuk is not easily impressed and initially has a negative impression of Bo Ra. However, their lives become entangled unexpectedly, and he becomes increasingly drawn to her.Meanwhile, Han Sang Jin, Soo Hyuk's friend and business associate, heads the Jinri book publishing company.(Source:  CK Warrior at MyDramaList)",1584.0,644.0,7.1,6.9,8.4,5.5,7.0,16.0
The Secret Romantic Guesthouse,2023.0,4f73eff09b454c9c92641e385951f120,['Kim Jung Min'],['Kwon Eum Mi'],18.0,4200.0,3/20/2023,5/16/2023,"Monday, Tuesday",SBS ViuTV,15+ - Teens 15 or older,"Yoon Dan Oh had enjoyed a comfortable life as the beloved youngest daughter of a well-off family, but no longer.  Now the family breadwinner, she runs the Ihwawon Inn. Current guests are scholars taking the civil service entrance exam in the hopes of becoming high-ranking officials. Among them are Kang San, Kim Si Yeol, and Jeong Yoo Ha, who all have deep secrets. They and Yoon Dan Oh will share information and cooperate to find Lee Seol, who disappeared 13 years ago.(Source: MyDramaList)~~ Adapted from the novel ""Flower Scholar’s Love Story"" (꽃선비열애사) by Kim Jung Hwa (김정화).",1308.0,1285.0,7.8,8.7,8.9,6.9,8.5,2.0
Pandora: Beneath the Paradise,2023.0,817ebe18a7f14573b13c908f9792c390,['Choi Young Hoon'],['Hyun Ji Min'],16.0,3720.0,3/11/2023,4/30/2023,"Saturday, Sunday",Hulu TVING tvN,15+ - Teens 15 or older,"In order to protect her beloved family, Hong Tae Ra must become the First Lady of Korea.Hong Tae Ra has a perfect life with her beloved husband Pyo Jae Hyun and their lovely daughter, except for one thing. Hong Tae Ra has no recollection of her past. One day, she regains her memory and faces her harrowing past. Her perfect life is now broken and she finds herself in an uncontrollable situation. Hong Tae Ra struggles to take revenge on those responsible for her past.Pyo Jae Hyun is married to Hong Tae Ra. He is an extremely smart developer, who developed new technology in the neural smart patch field. He runs his company with gentle leadership skills and a sensible personality. He is admired by those around him. People in the political world begin to talk about him as the next presidential candidate.(Source: AsianWiki)",5798.0,2202.0,4.8,8.5,6.8,4.0,7.9,4.0
Woman in a Veil,2023.0,8d7a9e8c74574726a484d0bee21c16e6,['Shin Chang Seok'],['Lee Jung Dae'],103.0,2400.0,3/14/2023,8/4/2023,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS2,15+ - Teens 15 or older,"Gyeo Ul witnesses her husband Yu Jin having an affair with her friend Ae Ra who becomes the target of her revenge. It causes Gyeo Ul to lose her eyesight and suffer from lock-in syndrome out of shock.  Gyeo Ul gets involved with Se Rin, an heiress who owns everything. Se Rin is an arrogant and cold-hearted woman who looks down on people and does not hesitate to take revenge on whoever stabs her in the back. (Source: Kocowa)",55017.0,8101.0,4.8,3.0,4.0,1.0,4.2,2.0
Romance by Romance,2023.0,e16e394bd66847fa87501e8bbf4062e8,Others,Others,10.0,900.0,6/7/2023,6/28/2023,Wednesday,Others,15+ - Teens 15 or older,"Having never been involved in a long-term relationship, Ha Yoon was hoping that her current boyfriend, Nam Tae Ryun, would be the one to change all of that. But when he announces he wants to break up with her before they even reach their 100th day, Ha Yoon refuses to accept her fate without a fight.Determined to make this relationship last, Ha Yoon suggests a month-long “break-up grace period” in which she and Tae Ryun are allowed to spend as much time apart as they want, without calling things off completely. Agreeing to her terms, Tae Ryun and Ha Yoon draw up a contract in which the terms of their grace period are clearly stated. While Tae Ryuun goes about his life, Ha Yoon somehow finds herself signing an entirely different contract with her best friend and college colleague, Kang Jin.Though certain his month away from Ha Yoon would be easy, Tae Ryun begins to have second doubts when he realizes she’s been spending time with Kang Jin. With unexpected feelings of jealousy stirring, will Tae Ryun be willing to let Ha Yoon go without a fight?(Source: Viki)",6232.0,7118.0,6.3,7.3,7.0,6.8,7.2,2.0
Lies Hidden in My Garden,2023.0,565dbf05b124487fa6abf463ae6eeece,['Jung Ji Hyun'],['Ji Ah Nee'],8.0,3600.0,6/19/2023,7/11/2023,"Monday, Tuesday",ENA Genie TV,15+ - Teens 15 or older,"Moon Joo Ran grew up in a wealthy family. She is now a housewife and married to Jae Ho, who works as a doctor. They live in a house with a yard. Her peaceful daily life is abruptly shaken when she notices a strange smell in her backyard. This leads to Moon Joo Ran eventually investigating her husband and meeting Chu Sang Eun. Chu Sang Eun lives a completely different life from Moon Joo Ran. She grew up in a poor environment and, even now, suffers from financial difficulties. She lives in a shabby rented apartment with her husband, Kim Yun Beom. Kim Yun Beom works for a pharmaceutical company. Sang Eun is subject to domestic violence by her husband, Kim Yun Beom. Her life is completely miserable. One day, she receives a phone call that Kim Yun Beom is dead.(Source: AsianWiki)~~ Adapted from the novel ""Lies Hidden in My Backyard"" (마당이 있는 집) by Kim Jin Yeong (김진영).",3381.0,1843.0,8.2,7.5,8.9,5.9,7.7,5.0
Celebrity,2023.0,04c1fe41948e464fb440001831d74d41,['Kim Chul Gyu'],['Kim Yi Young'],12.0,2700.0,6/30/2023,6/30/2023,Friday,Netflix,18+ Restricted (violence & profanity),Fame. Money. Power. One young woman fights to become the next hottest celebrity in the glamorous yet scandalous world of influencers in Seoul.(Source: Netflix) ,826.0,547.0,8.0,7.4,8.2,5.9,7.5,21.0
Brain Works,2023.0,c9c05261383941d680b63c1fffb1e990,['Lee Jin Seo'],['Park Kyung Soon'],16.0,4200.0,1/2/2023,2/28/2023,"Monday, Tuesday",KBS2,15+ - Teens 15 or older,"Shin Ha Ru works as a neuroscientist. He comes from a family that has had doctors for 3 generations and he is wealthy from inherited property. Shin Ha Ru is a confident person who acts and speaks according to his convictions, but he has no mercy for people he views as scum.Geum Myung Se works as a detective. He acts and speaks surly around people, which causes people unfamiliar with him to assume he might be a corrupt cop. In reality, Geum Myung Se is a kind and righteous detective. He was also once married to Kim Mo Ran. She has a particularly strong libido.Shin Ha Ru and Geum Myung Se solve criminal cases together with help of Hypnotic Investigator Seol So Jung.(Source: Asianwiki)",2336.0,2219.0,7.0,8.6,9.2,8.0,8.6,3.0
Payback: Money and Power,2023.0,b8c250f350394f50a59123da00c8da59,['Lee Won Tae'],['Kim Won Seok'],12.0,4200.0,1/6/2023,2/11/2023,"Friday, Saturday",Amazon Prime SBS,15+ - Teens 15 or older,"“Payback” follows the revenge story of a group of people—including Eun Yong, a money trader—who refuses to remain silent in the face of unjust authorities and fight against a cartel conspiring with the law. (Source: nme.com; edited by MyDramaList) ",3647.0,2729.0,8.0,9.8,9.8,8.2,9.2,18.0
Kokdu: Season of Deity,2023.0,e54c33c0a6ee4710bffba974009a3b87,"['Baek Soo Chan', 'Kim Ji Hoon']","['Heo Joon Woo', 'Kang Yi Hun']",16.0,4800.0,1/27/2023,3/24/2023,"Friday, Saturday",MBC,15+ - Teens 15 or older,"Kkok Du, once a mortal man in ancient Korea, has been transformed into an immortal reaper who visits the mortal world every 99 years to punish humanity for their weaknesses. Over time, Kkok Du has developed a ruthless and merciless nature, leading him to despise humans. During his latest visit, Kkok Du takes over the body of a talented young doctor named Do Jin Woo.However, Kkok Du's task becomes complicated as he is forced to carry out Jin Woo's medical duties. Through this unexpected circumstance, Kkok Du meets Han Gye Jeol, a doctor who graduated from a low-ranking medical school. Despite her background, Kkok Du discovers that Gye Jeol possesses mysterious powers that seem to have an enchanting effect on him. Could their fate be connected from a past life, and why does she hold this power over him?As Kkok Du struggles to complete his mission, he finds himself increasingly drawn to Gye Jeol, leaving him with a dilemma: follow his duty or risk it all for love.(Source: Viki; edited by CK Warrior at MyDramaList)",6503.0,1040.0,7.8,7.0,8.2,4.8,7.3,10.0
